DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY
5116532,1,2,1,23,1,8412,84,1,92.789163722,23,2020,01,202001,70,16,48,4,2,16,4,9,2,1,,,,,,,,1,2,,828116,2,,39,39,2
5116539,1,1,1,23,1,8610,86,1,361.36256685,23,2020,01,202001,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,828116,2,,59,59,1
5116541,1,2,1,23,1,1312,13,1,92.789163722,23,2020,01,202001,70,52,40,1,2,350,1,9,2,2,,,,,,,,1,2,,1700000,2,,16,16,2
5116542,1,2,1,23,1,2023,20,1,342.37689822,23,2020,01,202001,70,200,48,1,2,530,1,9,2,1,,,,,,,,1,2,,877000,2,,45,87,2
5116546,1,2,1,23,1,8530,85,1,92.789163722,23,2020,01,202001,70,48,48,1,2,48,1,7,2,1,,,,,,,,1,2,,1000000,2,,13,13,2
5116570,1,1,1,27,1,8412,84,1,62.672902184,27,2020,01,202001,70,8,40,4,2,8,4,9,2,4,,,,,,,,1,2,,2000000,2,,17,17,1
5116571,1,1,1,27,1,1410,14,1,68.881489118,27,2020,01,202001,70,63,48,1,2,63,1,9,2,1,,,,,,,,1,2,,700000,2,,13,79,2
5116580,1,1,1,27,1,2396,23,1,77.617357636,27,2020,01,202001,70,53,48,1,2,53,4,3,2,2,,,,,,,,1,2,,877803,2,,34,82,2
5116580,1,4,1,27,1,6120,61,1,77.617357636,27,2020,01,202001,70,3,48,1,2,3,1,9,2,8,,,,,,,,1,2,,600000,2,,34,39,1
5116587,1,2,1,27,1,.,,1,67.002362172,27,2020,01,202001,70,53,40,2,1,,,,,,,,,,,,,,,,1500000,,,13,,2
5116589,1,2,1,27,1,8412,84,1,61.289265279,27,2020,01,202001,70,12,40,2,2,12,2,9,2,1,,,,,,,,1,2,,1500000,2,,39,39,1
5116594,1,1,1,27,1,8621,86,1,68.530226553,27,2020,01,202001,70,52,40,2,2,52,4,9,2,1,,,,,,,,1,2,,1200000,2,,59,59,2
5116594,1,2,1,27,1,9700,97,1,68.530226553,27,2020,01,202001,70,16,48,1,2,16,3,1,2,1,,,,,,,,1,2,,900000,2,,39,54,2
5116595,1,1,1,27,1,0722,07,1,91.422705652,27,2020,01,202001,70,12,48,1,2,12,1,7,2,1,,1,,,,,,,2,,900000,1,2,45,37,1
5116607,1,1,1,27,1,9700,97,1,40.355746797,27,2020,01,202001,70,28,48,1,2,28,3,1,2,4,,,,,,,,1,2,,800000,2,,45,55,2
5116607,1,2,1,27,1,4111,41,1,40.355746797,27,2020,01,202001,70,4,48,4,2,4,4,2,2,1,,,,,,,,1,1,1200000,1000000,2,,95,95,1
5116608,1,7,1,27,1,8530,85,1,34.363826856,27,2020,01,202001,70,52,40,2,2,52,4,9,2,1,,,,,,,,1,2,,1200000,2,,13,13,2
5116613,1,3,1,27,1,.,,1,25.221079491,27,2020,01,202001,70,96,40,1,1,,,,,,,,,,,,,,,,900000,,,32,,2
5116617,1,1,1,27,1,9499,94,1,73.418158923,27,2020,01,202001,70,16,40,1,2,16,1,5,2,1,,,,,,,,1,2,,1600000,2,,05,05,2
5116661,1,2,1,44,1,8511,85,1,46.508099634,44,2020,01,202001,70,7,48,1,2,7,4,9,2,1,,,,,,,,1,1,1300000,500000,2,,13,13,1
5116661,1,3,1,44,1,9200,92,1,46.508099634,44,2020,01,202001,70,40,40,1,2,40,4,9,2,1,,,,,,,,1,2,,500000,2,,39,45,2
5116664,1,4,1,44,1,.,,1,60.251161078,44,2020,01,202001,70,10,40,1,1,,,,,,,,,,,,,,,,877803,,,13,,1
5116674,1,1,1,44,1,8511,85,1,36.267613339,44,2020,01,202001,70,5,40,1,2,5,1,8,2,2,,,,,,,,1,1,1900000,1900000,2,,19,19,1
5116676,1,1,1,44,1,8412,84,1,59.824702368,44,2020,01,202001,70,52,40,1,2,52,4,9,2,2,,,,,,,,1,2,,2500000,2,,15,15,2
5116678,1,1,1,44,1,8412,84,1,42.51895511,44,2020,01,202001,70,3,40,1,2,4,4,9,2,2,,,,,,,,1,1,3800000,2800000,2,,02,02,1
5116678,1,2,1,44,1,4921,49,1,42.51895511,44,2020,01,202001,70,2,40,4,2,2,4,2,2,2,,,,,,,,1,1,900000,1500000,2,,98,98,1
5116678,1,3,1,44,1,4290,42,1,42.51895511,44,2020,01,202001,70,8,40,1,2,5,4,7,2,2,,,,,,,,1,1,800000,2000000,2,,02,02,1
5116684,1,2,1,44,1,8424,84,1,48.403090872,44,2020,01,202001,70,4,48,2,2,4,2,9,2,1,1,,,,,,,,1,2000000,1500000,1,1,12,12,1
5116687,1,2,1,44,1,8890,88,1,137.89523496,44,2020,01,202001,70,208,48,1,2,144,1,6,2,2,,,,,,,,1,2,,700000,2,,59,59,2
5116688,1,1,1,44,1,8121,81,1,71.327241767,44,2020,01,202001,70,15,40,3,2,98,4,1,2,1,,,,,,,,1,2,,300000,2,,54,55,2
5116688,1,2,1,44,1,4111,41,1,71.327241767,44,2020,01,202001,70,3,4,4,2,4,4,1,2,1,,,,,,,,1,1,200000,600000,2,,95,95,1
5116691,1,2,1,44,1,8621,86,1,64.765895719,44,2020,01,202001,70,28,48,1,2,28,1,5,2,7,,,,,,,,1,2,,800000,2,,59,59,2
5116696,1,4,1,44,1,.,,1,50.036111832,44,2020,01,202001,70,24,48,1,1,,,,,,,,,,,,,,,,800000,,,39,,2
5116700,1,1,1,44,1,9700,97,1,69.729515419,44,2020,01,202001,70,3,40,3,2,30,3,1,2,1,,,,,,,,1,2,,200000,2,,54,54,1
5116704,1,2,1,44,1,5619,56,1,125.35539027,44,2020,01,202001,70,40,48,1,2,96,4,2,2,2,,,,,,,,1,2,,880000,2,,39,53,2
5116705,1,2,1,44,1,.,,1,151.04185878,44,2020,01,202001,70,40,48,1,1,,,,,,,,,,,,,,,,600000,,,45,,2
5116710,1,2,1,44,1,8890,88,1,64.765895719,44,2020,01,202001,70,10,40,1,2,10,1,6,2,1,,,,,,,,1,2,,900000,2,,77,77,1
5116715,1,2,1,44,1,4724,47,1,61.014427215,44,2020,01,202001,70,2,48,1,2,8,4,1,2,1,,,,,,,,1,2,,900000,2,,32,41,1
5116724,1,1,1,44,1,4112,41,1,70.47188125,44,2020,01,202001,70,4,48,4,2,4,4,2,2,8,,,,,,,,1,1,180000,500000,2,,95,95,1
5116729,1,2,1,44,1,5619,56,1,70.557309688,44,2020,01,202001,70,54,42,3,2,52,4,2,2,8,,,,,,,,1,2,,400000,2,,54,41,2
5116767,1,1,1,47,1,0311,03,1,189.71099033,47,2020,01,202001,70,28,48,1,2,28,1,4,2,1,,,,,,,,1,2,,877807,2,,98,98,2
5116773,1,3,1,47,1,8412,84,1,115.32569927,47,2020,01,202001,70,2,48,2,2,2,2,9,2,1,,,,,,,,1,2,,1200000,2,,19,19,1
5116779,1,2,1,47,1,6820,68,1,192.72050694,47,2020,01,202001,70,52,48,1,2,98,1,2,2,1,,,,,,,,1,2,,877000,2,,59,58,2
5116797,1,3,1,47,1,4773,47,1,194.98657905,47,2020,01,202001,70,98,48,1,2,32,4,1,2,2,,,,,,,,1,2,,1000000,2,,21,41,2
5116797,1,5,1,47,1,4771,47,1,194.98657905,47,2020,01,202001,70,4,48,1,2,4,1,4,2,2,,,,,,,,1,2,,877803,2,,39,41,1
5116801,1,3,1,47,1,.,,1,152.14976535,47,2020,01,202001,70,6,48,1,1,,,,,,,,,,,,,,,,877800,,,53,,1
5116803,1,3,1,47,1,9602,96,1,147.60565139,47,2020,01,202001,70,1,48,1,2,1,1,4,2,1,,,,,,,,1,2,,877803,2,,57,57,1
5116806,1,4,1,47,1,4771,47,1,136.54389563,47,2020,01,202001,70,52,48,3,2,104,4,1,2,8,,,,,,,,1,2,,600000,2,,54,41,2
5116812,1,5,1,47,1,5611,56,1,141.60649678,47,2020,01,202001,70,12,40,4,2,12,4,1,2,4,,,,,,,,1,2,,700000,2,,53,53,1
5116817,1,3,1,47,1,4112,41,1,191.59693566,47,2020,01,202001,70,16,48,1,2,16,4,1,2,1,,,,,,,,1,2,,877803,2,,53,95,2
5116820,1,3,1,47,1,3110,31,1,163.84284241,47,2020,01,202001,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,2,,877803,2,,81,81,1
5116822,1,5,1,47,1,1081,10,1,148.46392967,47,2020,01,202001,70,8,48,1,2,8,1,8,2,1,,,,,,1,,,2,,828116,2,,77,97,1
5116827,1,2,1,47,1,4921,49,1,153.08348316,47,2020,01,202001,70,4,48,1,2,12,1,9,2,2,,,,,,,,1,2,,1300000,2,,39,39,1
5116828,1,2,1,47,1,9700,97,1,144.99403302,47,2020,01,202001,70,3,30,3,2,3,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,1
5116833,1,1,1,47,1,9700,97,1,130.92632678,47,2020,01,202001,70,5,48,3,2,5,3,1,2,1,,,,,,,,1,2,,877803,2,,54,54,1
5116836,1,3,1,47,1,.,,1,155.39311658,47,2020,01,202001,70,24,24,1,1,,,,,,,,,,,,,,,,877803,,,45,,2
5116840,1,2,1,47,1,1101,11,1,139.01577692,47,2020,01,202001,70,3,48,1,2,3,1,7,2,8,1,,,,,,,,2,,828116,1,1,45,45,1
5116841,1,1,1,47,1,4721,47,1,145.27757248,47,2020,01,202001,70,4,50,1,2,5,4,1,2,7,,,,,,,,1,2,,800000,2,,57,41,1
5116857,1,2,1,47,1,.,,1,141.14856975,47,2020,01,202001,70,16,48,1,1,,,,,,,,,,,,,,,,877800,,,13,,2
5116859,1,3,1,47,1,4752,47,1,143.80189986,47,2020,01,202001,70,24,48,1,2,24,1,3,2,1,,,,,,,,1,2,,877800,2,,97,97,2
5116860,1,3,1,47,1,.,,1,136.9658845,47,2020,01,202001,70,32,48,1,1,,,,,,,,,,,,,,,,900000,,,33,,2
5116881,1,2,1,50,1,4771,47,1,259.86169046,50,2020,01,202001,70,3,48,1,2,3,1,4,2,2,,,,,,,,1,2,,900000,2,,45,45,1
5116886,1,4,1,50,1,.,,1,198.88983403,50,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,900000,,,54,,1
5116889,1,2,1,52,1,4663,46,1,494.89167181,52,2020,01,202001,70,52,72,1,2,53,1,4,2,6,,,,,,,,1,2,,877803,2,,32,33,2
5116892,1,2,1,52,1,6190,61,1,310.76459155,52,2020,01,202001,70,156,48,1,2,260,1,2,2,1,,,,,,,,1,2,,877803,2,,45,38,2
5116893,1,2,1,52,1,8699,86,1,256.03911734,52,2020,01,202001,70,24,48,1,2,12,4,1,2,1,,,,,,,,1,2,,1500000,3,,59,59,2
5116895,1,4,1,52,1,1392,13,1,94.806349482,52,2020,01,202001,70,156,48,4,2,3,4,1,2,1,,,,,,,,1,1,600000,877803,2,,79,79,2
5116902,1,2,1,52,1,9312,93,1,156.31439295,52,2020,01,202001,70,104,30,1,2,8,1,2,2,1,,,,,,,,1,2,,1000000,2,,18,18,2
5116906,1,5,1,52,1,7310,73,1,90.359338061,52,2020,01,202001,70,2,48,1,2,7,1,4,2,7,,,,,,,,1,1,60000,877100,2,,30,92,1
5116914,1,4,1,52,1,8412,84,1,193.04639706,52,2020,01,202001,70,72,40,2,2,72,4,9,2,4,,,,,,,,1,2,,1000000,2,,12,21,2
5116918,1,3,1,52,1,8412,84,1,174.77312485,52,2020,01,202001,70,156,40,1,2,52,4,9,2,1,,,,,,,,1,2,,877100,2,,32,39,2
5116919,1,5,1,52,1,4771,47,1,117.22881579,52,2020,01,202001,70,4,48,1,2,4,1,2,2,2,,,,,,,,1,1,450000,877000,2,,45,45,1
5116921,1,3,1,52,1,4771,47,1,181.37314912,52,2020,01,202001,70,26,30,1,2,4,1,3,2,1,,,,,,,,1,1,600000,450000,2,,45,45,2
5116924,1,4,1,52,1,4711,47,1,111.22791,52,2020,01,202001,70,2,48,1,2,4,1,2,2,1,,,,,,,,1,1,300000,500000,2,,55,45,1
5116925,1,1,1,52,1,4520,45,1,250.99702879,52,2020,01,202001,70,26,48,4,2,26,5,4,2,1,,,,,,,,1,2,,2500000,2,,41,21,2
5116925,1,2,1,52,1,4771,47,1,250.99702879,52,2020,01,202001,70,13,40,1,2,8,1,3,2,1,,,,,,,,1,2,,877000,2,,33,33,1
5116969,1,4,1,54,1,4711,47,1,601.46183676,54,2020,01,202001,70,8,48,2,2,14,4,1,2,2,,,,,,,,1,2,,877802,2,,58,97,1
5116979,1,1,1,54,1,4520,45,1,510.65639664,54,2020,01,202001,70,24,48,4,2,4,4,1,2,1,,,,,,,,1,1,200000,900000,2,,93,93,2
5116980,2,1,2,54,1,1313,13,1,427.76939547,54,2020,01,202001,70,7,54,4,2,7,4,1,2,2,,,,,,,,1,1,100000,1000000,2,,92,92,1
5116986,1,3,1,54,1,4112,41,1,487.19734995,54,2020,01,202001,70,4,50,4,2,4,4,1,2,1,,,,,,,,1,1,400000,600000,2,,95,95,1
5116988,1,2,1,54,1,8121,81,1,668.48301577,54,2020,01,202001,70,2,54,4,2,2,4,1,2,8,,,,,,,,1,1,350000,600000,2,,55,55,1
5117004,1,2,1,54,1,8610,86,1,488.84821206,54,2020,01,202001,70,4,48,1,2,4,1,9,2,2,,,,,,,,1,1,1100000,1100000,2,,59,59,1
5117006,1,2,1,54,1,4721,47,1,421.79353479,54,2020,01,202001,70,4,48,1,2,4,6,2,2,7,,,,,,,,1,2,,877800,2,,97,45,1
5117016,1,1,1,54,1,1410,14,1,491.10159722,54,2020,01,202001,70,5,50,4,2,5,4,1,2,1,,,,,,,,1,1,250000,500000,2,,79,79,1
5117020,1,1,1,54,1,1410,14,1,484.90657659,54,2020,01,202001,70,5,50,4,2,5,4,1,2,7,,,,,,,,1,1,350000,600000,2,,79,79,1
5117020,1,7,1,54,1,1410,14,1,484.90657659,54,2020,01,202001,70,5,50,4,2,5,4,1,2,8,,,,,,,,1,1,600000,600000,2,,79,79,1
5117021,1,2,1,54,1,4112,41,1,490.8436749,54,2020,01,202001,70,3,50,4,2,3,4,1,2,1,,,,,,,,1,1,800000,900000,2,,95,95,1
5117071,1,1,1,66,1,2395,23,1,136.15056696,66,2020,01,202001,70,2,48,1,2,2,1,8,2,3,,,,,,,,1,1,900000,828116,3,,97,97,1
5117072,1,1,1,66,1,1081,10,1,172.52949925,66,2020,01,202001,70,48,48,1,2,48,1,9,2,1,,,,,,,,1,2,,828116,2,,97,97,2
5117082,1,4,1,66,1,8610,86,1,852.71133382,66,2020,01,202001,70,2,48,1,2,2,1,9,2,1,,,,,,,,1,1,1100000,828116,2,,59,59,1
5117083,1,2,1,66,1,1410,14,1,638.53122515,66,2020,01,202001,70,60,48,1,2,60,1,5,2,4,,,,,,,,1,2,,828116,2,,53,79,2
5117087,1,2,1,66,1,.,,1,306.48677583,66,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,828000,,,55,,1
5117090,1,3,1,66,1,4711,47,1,365.90815447,66,2020,01,202001,70,24,48,1,2,24,1,3,2,1,,,,,,,,1,2,,850000,2,,97,97,2
5117091,1,2,1,66,1,4111,41,1,608.29790103,66,2020,01,202001,70,3,48,1,2,3,1,2,2,1,,,,,,,,1,1,600000,828116,2,,97,97,1
5117091,1,4,1,66,1,4799,47,1,608.29790103,66,2020,01,202001,70,24,48,1,2,24,4,5,2,8,,,,,,,,1,2,,828116,2,,97,45,2
5117095,1,2,1,66,1,6920,69,1,676.05944529,66,2020,01,202001,70,12,48,4,2,240,4,1,2,1,,,,,,,1,,2,,3000000,3,,21,11,1
5117095,1,3,1,66,1,.,,1,676.05944529,66,2020,01,202001,70,8,48,1,1,,,,,,,,,,,,,,,,828116,,,53,,1
5117126,1,2,1,68,1,.,,1,664.91214305,68,2020,01,202001,70,24,24,1,1,,,,,,,,,,,,,,,,600000,,,45,,2
5117129,1,5,1,68,1,.,,1,838.61713564,68,2020,01,202001,70,52,24,1,1,,,,,,,,,,,,,,,,500000,,,45,,2
5117136,1,5,1,68,1,4631,46,1,582.58852228,68,2020,01,202001,70,60,60,1,2,60,1,5,2,1,,,,,,,,1,2,,980000,2,,97,97,2
5117138,1,2,1,68,1,4772,47,1,513.08668638,68,2020,01,202001,70,8,24,2,2,36,1,3,2,2,,,,,,,,1,2,,828200,2,,03,45,1
5117142,1,3,1,68,1,5611,56,1,1244.0072826,68,2020,01,202001,70,52,48,1,2,52,1,6,2,2,,,,,,,,1,2,,900000,2,,53,53,2
5117143,1,3,1,68,1,8551,85,1,943.16325197,68,2020,01,202001,70,12,48,4,2,48,4,9,2,1,1,,,,,,,,2,,3000000,1,1,13,13,1
5117144,1,2,1,68,1,2431,24,1,488.15436904,68,2020,01,202001,70,3,48,1,2,7,4,1,2,2,,,,,,,,1,2,,1000000,2,,02,70,1
5117144,1,3,1,68,1,8512,85,1,488.15436904,68,2020,01,202001,70,4,48,1,2,22,1,5,2,2,,,,,,,,1,2,,1000000,2,,13,13,1
5117147,1,1,1,68,1,8512,85,1,788.88936883,68,2020,01,202001,70,7,40,1,2,7,1,5,2,9,1,,,,,,,,2,,1000000,1,1,13,13,1
5117152,1,2,1,68,1,9700,97,1,838.28469444,68,2020,01,202001,70,259,24,3,2,676,3,1,2,9,,,,,,,1,,2,,980000,3,,59,59,2
5117155,1,4,1,68,1,5611,56,1,438.25987493,68,2020,01,202001,70,3,48,1,2,52,1,3,2,1,,,,,,,,1,2,,700000,2,,53,53,1
5117196,1,1,1,70,1,9700,97,1,97.98136471,70,2020,01,202001,70,4,24,3,2,5,3,1,2,1,,,,,,,,1,2,,400000,2,,54,54,1
5117200,1,2,1,70,1,5619,56,1,101.54949117,70,2020,01,202001,70,18,24,3,2,32,1,2,2,1,,,,,,,,1,2,,200000,2,,54,53,2
5117201,1,5,1,70,1,4771,47,1,93.47577307,70,2020,01,202001,70,8,48,1,2,32,1,3,2,1,,,,,,,,1,2,,900000,2,,45,45,1
5117204,1,4,1,70,1,4330,43,1,102.56093504,70,2020,01,202001,70,52,48,1,2,2,4,1,2,1,,,,,,,,1,1,60000,877803,2,,58,93,2
5117207,2,2,2,70,1,9499,94,1,94.071813694,70,2020,01,202001,70,5,48,1,2,5,1,5,2,1,,,,,,,,1,2,,877803,2,,53,53,1
5117208,1,4,1,70,1,4761,47,1,91.286163041,70,2020,01,202001,70,15,40,1,2,29,1,4,2,1,,,,,,,,1,2,,877803,2,,44,45,2
5117208,1,5,1,70,1,4772,47,1,91.286163041,70,2020,01,202001,70,3,48,2,2,3,1,9,2,1,,,,,,,,1,1,828116,877803,2,,39,45,1
5117215,1,1,1,70,1,8610,86,1,111.09596603,70,2020,01,202001,70,42,48,1,2,432,1,9,2,1,,,,,,,,1,2,,500000,2,,53,55,2
5117216,1,1,1,70,1,4761,47,1,92.23343654,70,2020,01,202001,70,40,48,1,2,90,1,4,2,1,,,,,,,,1,2,,877803,2,,45,45,2
5117218,1,3,1,70,1,4769,47,1,118.77712748,70,2020,01,202001,70,2,48,1,2,3,1,5,2,1,,,,,,,,1,1,800000,877803,2,,33,45,1
5117220,1,6,1,70,1,4210,42,1,108.01545219,70,2020,01,202001,70,3,48,1,2,4,1,4,2,1,1,,,,,,,,1,1200000,877803,2,,95,95,1
5117220,1,7,1,70,1,9700,97,1,108.01545219,70,2020,01,202001,70,3,48,1,2,59,3,2,2,1,,,,,,,,1,2,,877803,2,,59,59,1
5117223,1,1,1,70,1,3110,31,1,92.532640757,70,2020,01,202001,70,6,48,1,2,192,5,3,2,2,,,,,,,,1,2,,877803,2,,45,21,1
5117223,1,2,1,70,1,9700,97,1,92.532640757,70,2020,01,202001,70,12,48,1,2,16,3,2,2,1,,,,,,,,1,2,,1000000,2,,59,59,1
5117235,1,1,1,70,1,5619,56,1,111.4987024,70,2020,01,202001,70,10,48,3,2,12,4,1,2,1,,,,,,,,1,2,,877803,2,,54,77,1
5117241,1,1,1,70,1,9700,97,1,129.15936655,70,2020,01,202001,70,4,48,1,2,4,3,2,2,1,,,,,,,,1,1,300000,877803,2,,59,59,1
5117246,1,2,1,70,1,4792,47,1,114.18240554,70,2020,01,202001,70,4,48,3,2,48,4,1,2,1,,,,,,,,1,2,,877803,2,,54,45,1
5117258,1,1,1,70,1,9700,97,1,73.69578912,70,2020,01,202001,70,18,48,4,2,92,3,1,2,1,,,,,,,,1,2,,500000,2,,49,54,2
5117258,1,3,1,70,1,4771,47,1,73.69578912,70,2020,01,202001,70,2,48,1,2,2,1,7,2,1,,,,,,,,1,1,828116,877053,2,,39,45,1
5117264,1,8,1,70,1,9700,97,1,113.6674206,70,2020,01,202001,70,7,48,3,2,20,3,1,2,4,,,,,,,,1,2,,600000,2,,54,54,1
5117267,1,4,1,70,1,.,,1,123.5112618,70,2020,01,202001,70,20,35,3,1,,,,,,,,,,,,,,,,300000,,,54,,2
5117274,1,2,1,70,1,8559,85,1,99.781233751,70,2020,01,202001,70,3,28,4,2,7,4,1,2,1,,,,,,,,1,2,,600000,2,,03,03,1
5117277,1,1,1,70,1,4771,47,1,88.578750041,70,2020,01,202001,70,10,40,4,2,24,4,1,2,2,,,,,,,,1,2,,800000,2,,41,41,1
5117287,1,2,1,70,1,9700,97,1,113.1033148,70,2020,01,202001,70,20,30,3,2,50,3,1,2,1,,,,,,,,1,2,,350000,2,,54,54,2
5117295,1,1,1,70,1,8413,84,1,109.99192604,70,2020,01,202001,70,3,48,4,2,4,4,9,2,1,,,,,,,,1,1,1800000,1800000,2,,05,05,1
5117295,1,2,1,70,1,8699,86,1,109.99192604,70,2020,01,202001,70,12,48,1,2,96,1,7,2,1,,,,,,,,1,2,,1600000,2,,39,39,1
5117296,1,1,1,70,1,8423,84,1,134.86372791,70,2020,01,202001,70,4,48,4,2,144,2,9,2,1,,,1,,,,,,2,,900000,2,,98,39,1
5117302,1,8,1,73,1,4111,41,1,136.03944505,73,2020,01,202001,70,3,48,1,2,3,1,6,2,1,,,,,,,,1,1,1200000,1000000,2,,02,02,1
5117303,1,3,1,73,1,1410,14,1,136.03944505,73,2020,01,202001,70,54,48,1,2,54,1,6,2,1,,,,,,,,1,2,,900000,2,,53,79,2
5117303,1,6,1,73,1,3811,38,1,136.03944505,73,2020,01,202001,70,40,48,1,2,54,1,1,2,1,,,,,,,,1,2,,900000,2,,99,99,2
5117313,1,1,1,73,1,0123,01,1,318.01951433,73,2020,01,202001,70,3,48,1,2,3,1,2,2,1,,,,,,,,1,1,500000,900000,2,,30,60,1
5117337,1,2,1,73,1,8530,85,1,235.16965038,73,2020,01,202001,70,8,40,1,2,8,1,7,2,3,,,,,,,,1,2,,828116,2,,13,13,1
5117344,1,3,1,73,1,.,,1,136.03944505,73,2020,01,202001,70,52,40,2,1,,,,,,,,,,,,,,,,2000000,,,12,,2
5117344,1,4,1,73,1,.,,1,136.03944505,73,2020,01,202001,70,52,40,2,1,,,,,,,,,,,,,,,,2000000,,,12,,2
5117347,1,2,1,73,1,6120,61,1,136.03944505,73,2020,01,202001,70,3,45,1,2,3,1,9,2,3,,,,,,,,1,1,1500000,1500000,2,,08,08,1
5117348,1,5,1,73,1,4711,47,1,138.31121387,73,2020,01,202001,70,49,48,1,2,55,1,9,2,1,,,,,,,,1,2,,800000,2,,33,33,2
5117351,1,2,1,73,1,.,,1,136.03944505,73,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,700000,,,00,,1
5117363,1,5,1,76,1,5224,52,1,1324.0098469,76,2020,01,202001,70,52,45,1,2,52,4,1,2,1,,,,,,,,1,2,,828116,2,,53,97,2
5117363,1,6,1,76,1,5611,56,1,1324.0098469,76,2020,01,202001,70,52,48,1,2,24,1,4,2,1,,,,,,,,1,2,,828116,2,,97,53,2
5117363,1,7,1,76,1,5611,56,1,1324.0098469,76,2020,01,202001,70,26,48,1,2,3,1,3,2,1,,,,,,,,1,1,450000,877807,2,,33,53,2
5117370,1,4,1,76,1,8530,85,1,484.6534235,76,2020,01,202001,70,2,40,1,2,6,1,5,2,4,,,,,,,,1,2,,1400000,2,,19,19,1
5117372,1,1,1,76,1,4799,47,1,1208.0001064,76,2020,01,202001,70,104,48,4,2,156,4,1,2,1,,,,,,,,1,2,,980000,2,,53,45,2
5117373,1,2,1,76,1,8521,85,1,1411.5880726,76,2020,01,202001,70,156,48,1,2,156,1,6,2,2,,,,,,,,1,2,,1200000,2,,13,13,2
5117373,1,5,1,76,1,1410,14,1,1411.5880726,76,2020,01,202001,70,26,40,1,2,156,4,5,2,1,,,,,,,,1,2,,880000,2,,79,79,2
5117373,1,6,1,76,1,8412,84,1,1411.5880726,76,2020,01,202001,70,23,48,1,2,23,1,9,2,7,,,,,,,,1,2,,1200000,2,,21,03,2
5117376,1,2,1,76,1,4771,47,1,484.6534235,76,2020,01,202001,70,26,48,1,2,52,1,2,2,2,,,,,,,,1,2,,480000,1,4,45,45,2
5117378,1,3,1,76,1,8530,85,1,1124.1536791,76,2020,01,202001,70,8,48,1,2,8,1,9,2,1,,,,,,,,1,2,,1500000,2,,13,13,1
5117383,1,1,1,76,1,5611,56,1,853.97933416,76,2020,01,202001,70,12,48,1,2,12,1,6,2,2,,,,,,,,1,2,,900000,2,,53,53,1
5117384,1,5,1,76,1,6412,64,1,1071.9576405,76,2020,01,202001,70,4,48,1,2,4,1,7,2,4,,,,,,,,1,1,900000,1000000,2,,30,32,1
5117385,1,8,1,76,1,8230,82,1,1357.7642356,76,2020,01,202001,70,1,48,3,2,3,1,2,2,1,,,,,,,,1,1,60000,877803,2,,55,59,1
5117386,1,2,1,76,1,9700,97,1,1102.607346,76,2020,01,202001,70,8,48,3,2,22,3,1,2,1,,,,,,,,1,2,,400000,2,,55,59,1
5117386,1,4,1,76,1,5611,56,1,1102.607346,76,2020,01,202001,70,12,40,1,2,12,1,2,2,9,,,,,,,,1,2,,600000,2,,55,53,1
5117387,1,3,1,76,1,8890,88,1,861.75997794,76,2020,01,202001,70,104,40,1,2,104,4,9,2,1,,,,,,,,1,2,,1200000,2,,03,39,2
5117387,1,4,1,76,1,6412,64,1,861.75997794,76,2020,01,202001,70,52,48,1,2,156,1,9,2,2,,,,,,,,1,2,,1000000,2,,33,33,2
5117390,1,3,1,76,1,4111,41,1,669.537784,76,2020,01,202001,70,52,48,1,2,40,1,3,2,1,,,,,,,,1,2,,980000,2,,97,95,2
5117390,1,8,1,76,1,5619,56,1,669.537784,76,2020,01,202001,70,4,25,4,2,5,1,3,2,4,,,,,,,,1,2,,800000,2,,57,77,1
5117395,1,6,1,76,1,5519,55,1,1558.9334902,76,2020,01,202001,70,48,48,1,2,3,1,4,2,8,,,,,,,,1,2,,600000,2,,45,56,2
5117403,1,3,1,76,1,1051,10,1,976.53679611,76,2020,01,202001,70,3,48,1,2,3,1,9,2,2,,,,,,,,1,1,1200000,1000000,2,,45,45,1
5117405,1,3,1,76,1,4645,46,1,641.20693361,76,2020,01,202001,70,3,48,1,2,52,1,9,2,1,,,,,,,,1,2,,880000,1,1,45,45,1
5117410,1,1,1,76,1,4923,49,1,1033.0528768,76,2020,01,202001,70,2,48,1,2,4,1,8,2,3,,,1,,,,,,1,1200000,980000,1,2,58,58,1
5117421,1,1,1,76,1,7210,72,1,972.23845981,76,2020,01,202001,70,4,100,4,2,4,4,3,1,9,1,,,,,,,,1,3500000,2900000,1,2,05,05,1
5117427,1,3,1,76,1,.,,1,919.31578595,76,2020,01,202001,70,1,24,4,1,,,,,,,,,,,,,,,,435500,,,37,,1
